Date,Open,High,Low,Close,Adj Close,Volume
2020-06-22,15.500000,16.500000,15.310000,15.450000,10.783895,37289500
2020-06-29,15.890000,16.010000,15.450000,15.810000,11.035172,23049500
2020-07-06,15.780000,15.780000,14.111000,14.600000,10.190607,23466700
2020-07-13,14.600000,15.390000,13.720000,15.350000,10.714097,14454400
2020-07-20,15.460000,16.240000,15.300000,16.110001,11.244568,11941000
2020-07-27,16.040001,16.120001,14.860000,14.860000,10.372081,20004100
2020-08-03,14.920000,15.730000,14.440000,15.350000,10.714097,8067500
2020-08-10,15.290000,15.440000,14.605000,14.850000,10.365105,7162900
2020-08-17,14.870000,15.340000,14.800000,14.900000,10.400002,8879200
2020-08-24,14.920000,14.935000,14.300000,14.360000,10.023090,9047900
2020-08-31,14.300000,14.323000,13.120000,13.510000,9.429800,13600900
2020-09-07,13.500000,14.450000,13.060000,14.150000,9.876512,10646600
2020-09-14,14.200000,14.214000,12.910000,13.060000,9.115707,16944000
2020-09-21,13.480000,14.260000,13.170000,13.550000,9.457721,21924200
2020-09-28,13.690000,14.040000,13.500000,13.740000,9.590337,9027000
2020-10-05,13.880000,14.330000,13.720000,14.260000,9.953290,11297100
2020-10-12,14.320000,14.830000,14.070000,14.260000,9.953290,15810200
2020-10-19,14.780000,15.450000,14.160000,14.830000,10.351144,30753100
2020-10-26,14.750000,15.730000,14.590000,14.690000,10.323654,17862800
2020-11-02,14.800000,15.640000,14.231000,15.490000,10.885868,14033200
2020-11-09,15.140000,15.390000,13.900000,15.150000,10.646926,14372900
2020-11-16,15.160000,16.014999,15.160000,15.710000,11.040480,8890300
2020-11-23,15.800000,16.025000,15.500000,15.860000,11.145890,6882600
2020-11-30,15.890000,16.240000,14.890000,14.950000,10.506372,12119100
2020-12-07,14.980000,15.390000,14.700000,15.320000,10.766397,12797600
2020-12-14,15.380000,15.730000,15.030000,15.620000,10.977229,9953200
2020-12-21,15.440000,16.180000,15.261000,15.750000,11.068587,7221000
2020-12-28,15.820000,17.780001,15.710000,17.580000,12.354652,11406100
2021-01-04,17.600000,17.820000,16.150000,16.610001,11.672968,13253400
2021-01-11,16.559999,18.250000,16.180000,17.290001,12.150851,19042000
2021-01-18,17.370001,17.870001,17.139999,17.500000,12.298432,9476800
2021-01-25,17.410000,20.620001,17.219999,17.370001,12.207068,25913900
2021-02-01,17.580000,17.780001,16.100000,16.930000,11.966230,11964800
2021-02-08,16.990000,17.209999,16.389999,16.490000,11.655236,8419800
2021-02-15,16.450001,16.610001,16.080000,16.590000,11.725918,9281100
2021-02-22,16.400000,16.920000,15.970000,16.170000,11.429060,9906500
2021-03-01,16.250000,18.350000,16.170000,17.750000,12.545814,12342100
2021-03-08,17.790001,18.469999,16.980000,18.370001,12.984034,9013600
2021-03-15,18.389999,19.200001,18.000000,18.520000,13.090053,13985000
2021-03-22,18.410000,19.680000,18.410000,19.520000,13.796861,9529300
2021-03-29,19.540001,20.049999,18.320000,18.400000,13.005239,5348200
2021-04-05,18.500000,18.940001,18.350000,18.850000,13.323301,6481300
2021-04-12,18.990000,20.045000,18.870001,20.000000,14.136127,7478300
2021-04-19,19.990000,20.889999,18.639999,19.180000,13.556546,8939100
2021-04-26,18.420000,19.451000,17.730000,18.570000,13.193899,12826100
2021-05-03,18.639999,19.350000,17.879999,19.180000,13.627301,7957800
2021-05-10,19.170000,19.770000,18.514000,19.190001,13.634405,8057000
2021-05-17,19.240000,19.750000,18.600000,18.750000,13.321787,6136900
2021-05-24,18.870001,19.309999,18.610001,19.190001,13.634405,4276700
2021-05-31,19.299999,20.240000,19.209999,20.170000,14.330694,4264400
2021-06-07,20.170000,21.290001,20.100000,20.400000,14.494105,6381700
2021-06-14,20.469999,20.469999,18.840000,19.520000,13.868869,7810900
2021-06-21,19.650000,20.280001,19.510000,20.080000,14.266747,6607200
2021-06-28,20.030001,20.330000,19.590000,19.959999,14.181486,3833500
2021-07-05,19.870001,20.379999,19.049999,20.209999,14.359110,3529200
2021-07-12,20.150000,20.340000,19.540001,19.889999,14.131755,3027600
2021-07-19,19.950001,21.020000,19.905001,20.240000,14.380425,4165000
2021-07-26,20.240000,22.290001,20.080000,21.600000,15.423167,6374700
2021-08-02,21.680000,24.709999,21.320000,24.559999,17.536707,6032100
2021-08-09,24.260000,30.420000,23.820000,29.850000,21.313959,14379700
2021-08-16,29.690001,30.299999,28.209999,28.860001,20.607065,5113400
2021-08-23,28.959999,29.059999,27.760000,28.389999,20.271467,4708000
2021-08-30,28.410000,33.650002,28.090000,33.349998,23.813084,9963800
2021-09-06,33.430000,34.090000,29.680000,30.030001,21.442482,7778200
2021-09-13,30.350000,31.400000,29.469999,30.100000,21.492468,10956000
2021-09-20,29.610001,32.110001,29.500000,31.340000,22.377871,5131300
2021-09-27,31.219999,32.400002,29.719999,29.770000,21.256834,5083000
2021-10-04,29.520000,30.250000,26.770000,27.070000,19.328939,7013500
2021-10-11,26.840000,29.299999,26.700001,28.559999,20.392853,6944800
2021-10-18,28.150000,31.201000,27.190001,30.820000,22.006571,12915300
2021-10-25,30.590000,31.420000,29.459999,30.950001,22.099400,6662100
2021-11-01,31.010000,35.610001,30.514000,34.799999,24.947531,7946800
2021-11-08,34.599998,35.369999,32.810001,35.029999,25.112410,5342500
2021-11-15,35.119999,35.959999,33.500000,33.770000,24.209139,4583800
2021-11-22,34.290001,36.599998,34.250000,35.720001,25.607059,3640700
